"order_month"|"year_month"|"order_year"|"order_month_num"|"provinsi"|"total_orders"|"total_revenue"|"avg_order_value"|"total_items"|"unique_customers"|"total_discount"|"discounted_orders"
"2025-06-01"|"2025-06"|2025|6|"MALUKU"|2|"125000.00"|"62500"|7|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"MALUKU UTARA"|1|"158140.00"|"158140"|3|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"NANGGROE ACEH DARUSSALAM (NAD)"|2|"65300.00"|"32650"|4|2|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"NUSA TENGGARA BARAT (NTB)"|3|"495525.00"|"165175"|4|2|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"RIAU"|1|"37700.00"|"37700"|1|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SULAWESI BARAT"|1|"100600.00"|"100600"|4|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SULAWESI SELATAN"|8|"473575.00"|"59197"|22|5|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SULAWESI UTARA"|1|"0.00"|"0"|1|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SUMATERA BARAT"|2|"85300.00"|"42650"|2|2|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SUMATERA SELATAN"|18|"932216.00"|"51790"|24|4|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"SUMATERA UTARA"|3|"235500.00"|"78500"|9|2|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"BALI"|4|"943750.00"|"235938"|4|3|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"BANGKA BELITUNG"|1|"33000.00"|"33000"|2|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"BANTEN"|138|"5539742.00"|"40143"|304|8|"119400.00"|2
"2025-08-01"|"2025-08"|2025|8|"BENGKULU"|6|"172600.00"|"28767"|7|5|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"DI YOGYAKARTA"|12|"416410.00"|"34701"|30|5|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"DKI JAKARTA"|81|"3407583.00"|"42069"|213|5|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"GORONTALO"|3|"134525.00"|"44842"|4|2|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"JAMBI"|31|"1645476.00"|"53080"|55|8|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"JAWA BARAT"|268|"11161189.00"|"41646"|473|27|"24500.00"|2
"2025-08-01"|"2025-08"|2025|8|"JAWA TENGAH"|81|"3776737.00"|"46626"|213|30|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"JAWA TIMUR"|85|"8484672.00"|"99820"|186|30|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KALIMANTAN BARAT"|11|"1094156.00"|"99469"|27|7|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KALIMANTAN SELATAN"|3|"1016400.00"|"338800"|38|3|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KALIMANTAN TENGAH"|4|"266200.00"|"66550"|27|2|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KALIMANTAN TIMUR"|5|"568448.00"|"113690"|11|2|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KALIMANTAN UTARA"|1|"61000.00"|"61000"|4|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"KEPULAUAN RIAU"|2|"139700.00"|"69850"|10|2|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"LAMPUNG"|30|"1389269.00"|"46309"|50|9|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"MALUKU"|1|"53500.00"|"53500"|1|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"MALUKU UTARA"|1|"58300.00"|"58300"|3|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"NANGGROE ACEH DARUSSALAM (NAD)"|6|"214875.00"|"35813"|12|3|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"NUSA TENGGARA BARAT (NTB)"|4|"1690078.00"|"422520"|7|4|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"NUSA TENGGARA TIMUR (NTT)"|1|"142200.00"|"142200"|7|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"RIAU"|18|"1257400.00"|"69856"|63|8|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SULAWESI SELATAN"|6|"263500.00"|"43917"|22|4|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SULAWESI TENGAH"|1|"79500.00"|"79500"|5|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SULAWESI UTARA"|1|"58500.00"|"58500"|4|1|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SUMATERA BARAT"|14|"699200.00"|"49943"|41|7|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SUMATERA SELATAN"|27|"1566706.00"|"58026"|61|12|"0.00"|0
"2025-08-01"|"2025-08"|2025|8|"SUMATERA UTARA"|9|"615800.00"|"68422"|12|6|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"BALI"|7|"287590.00"|"41084"|8|3|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"BANGKA BELITUNG"|5|"244425.00"|"48885"|12|4|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"BANTEN"|155|"7375602.00"|"47585"|355|8|"109900.00"|3
"2025-09-01"|"2025-09"|2025|9|"BENGKULU"|7|"450231.00"|"64319"|12|4|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"DI YOGYAKARTA"|13|"300497.00"|"23115"|28|5|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"DKI JAKARTA"|131|"6509961.00"|"49694"|353|5|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"GORONTALO"|3|"131425.00"|"43808"|3|2|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"JAMBI"|23|"1140788.00"|"49599"|56|8|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"JAWA BARAT"|279|"8401269.00"|"30112"|449|26|"14400.00"|1
"2025-09-01"|"2025-09"|2025|9|"JAWA TENGAH"|102|"6348694.00"|"62242"|219|32|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"JAWA TIMUR"|107|"5620995.00"|"52533"|174|32|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"KALIMANTAN BARAT"|10|"580125.00"|"58013"|46|8|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"KALIMANTAN SELATAN"|6|"509370.00"|"84895"|31|5|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"KALIMANTAN TENGAH"|11|"723897.00"|"65809"|17|5|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"KALIMANTAN TIMUR"|3|"290199.00"|"96733"|6|3|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"KEPULAUAN RIAU"|3|"113300.00"|"37767"|6|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"LAMPUNG"|30|"1348799.00"|"44960"|50|10|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"MALUKU"|1|"47000.00"|"47000"|2|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"NANGGROE ACEH DARUSSALAM (NAD)"|7|"286800.00"|"40971"|17|6|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"NUSA TENGGARA BARAT (NTB)"|4|"269200.00"|"67300"|6|4|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"NUSA TENGGARA TIMUR (NTT)"|1|"66000.00"|"66000"|11|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"PAPUA BARAT"|1|"145000.00"|"145000"|6|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"RIAU"|20|"817363.00"|"40868"|66|9|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SULAWESI SELATAN"|13|"981650.00"|"75512"|76|6|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SULAWESI TENGAH"|1|"62000.00"|"62000"|4|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SULAWESI TENGGARA"|2|"83500.00"|"41750"|3|1|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SULAWESI UTARA"|5|"785150.00"|"157030"|13|3|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SUMATERA BARAT"|14|"332400.00"|"23743"|21|8|"0.00"|0
"2025-09-01"|"2025-09"|2025|9|"SUMATERA SELATAN"|34|"2016456.00"|"59308"|163|13|"128800.00"|1
"2025-09-01"|"2025-09"|2025|9|"SUMATERA UTARA"|18|"786916.00"|"43718"|38|9|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"BALI"|14|"6593707.00"|"470979"|40|6|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"BANGKA BELITUNG"|5|"125290.00"|"25058"|8|3|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"BANTEN"|152|"12205767.00"|"80301"|297|8|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"BENGKULU"|4|"117500.00"|"29375"|10|4|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"DI YOGYAKARTA"|20|"507152.00"|"25358"|43|5|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"DKI JAKARTA"|124|"5446096.00"|"43920"|327|5|"24000.00"|1
"2025-10-01"|"2025-10"|2025|10|"GORONTALO"|3|"117500.00"|"39167"|5|2|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"JAMBI"|25|"893904.00"|"35756"|50|8|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"JAWA BARAT"|332|"10026926.00"|"30202"|545|25|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"JAWA TENGAH"|103|"8198644.00"|"79598"|227|30|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"JAWA TIMUR"|78|"3577602.00"|"45867"|149|33|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KALIMANTAN BARAT"|13|"664387.00"|"51107"|39|6|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KALIMANTAN SELATAN"|10|"374201.00"|"37420"|23|8|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KALIMANTAN TENGAH"|11|"647987.00"|"58908"|34|5|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KALIMANTAN TIMUR"|11|"1430298.00"|"130027"|35|5|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KALIMANTAN UTARA"|1|"74000.00"|"74000"|12|1|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"KEPULAUAN RIAU"|4|"123500.00"|"30875"|7|3|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"LAMPUNG"|34|"1377984.00"|"40529"|68|13|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"MALUKU"|1|"36500.00"|"36500"|2|1|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"NANGGROE ACEH DARUSSALAM (NAD)"|8|"255114.00"|"31889"|16|6|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"NUSA TENGGARA BARAT (NTB)"|9|"1575700.00"|"175078"|17|6|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"NUSA TENGGARA TIMUR (NTT)"|2|"333680.00"|"166840"|5|2|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"RIAU"|28|"1108964.00"|"39606"|63|11|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SULAWESI BARAT"|1|"29499.00"|"29499"|1|1|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SULAWESI SELATAN"|9|"2748526.00"|"305392"|55|6|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SULAWESI TENGAH"|3|"123800.00"|"41267"|4|3|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SULAWESI TENGGARA"|3|"97900.00"|"32633"|4|2|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SULAWESI UTARA"|1|"45500.00"|"45500"|2|1|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SUMATERA BARAT"|19|"530419.00"|"27917"|35|11|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SUMATERA SELATAN"|31|"775400.00"|"25013"|52|11|"0.00"|0
"2025-10-01"|"2025-10"|2025|10|"SUMATERA UTARA"|33|"1301207.00"|"39431"|74|18|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"BALI"|11|"684686.00"|"62244"|18|5|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"BANGKA BELITUNG"|5|"179796.00"|"35959"|14|3|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"BANTEN"|110|"5058610.00"|"45987"|308|8|"87508.00"|5
"2025-11-01"|"2025-11"|2025|11|"BENGKULU"|11|"241919.00"|"21993"|17|6|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"DI YOGYAKARTA"|9|"167290.00"|"18588"|12|3|"1.00"|1
"2025-11-01"|"2025-11"|2025|11|"DKI JAKARTA"|87|"4297085.00"|"49392"|179|6|"6.00"|4
"2025-11-01"|"2025-11"|2025|11|"GORONTALO"|3|"77399.00"|"25800"|6|3|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"JAMBI"|13|"549713.00"|"42286"|33|5|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"JAWA BARAT"|211|"8147967.00"|"38616"|373|25|"8.00"|4
"2025-11-01"|"2025-11"|2025|11|"JAWA TENGAH"|76|"2867927.00"|"37736"|146|29|"14.00"|3
"2025-11-01"|"2025-11"|2025|11|"JAWA TIMUR"|66|"2314367.00"|"35066"|109|25|"2.00"|1
"2025-11-01"|"2025-11"|2025|11|"KALIMANTAN BARAT"|7|"263497.00"|"37642"|20|4|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"KALIMANTAN SELATAN"|15|"541451.00"|"36097"|35|10|"1.00"|1
"2025-11-01"|"2025-11"|2025|11|"KALIMANTAN TENGAH"|6|"431194.00"|"71866"|27|4|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"KALIMANTAN TIMUR"|5|"498200.00"|"99640"|9|3|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"KALIMANTAN UTARA"|1|"418500.00"|"418500"|1|1|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"KEPULAUAN RIAU"|4|"257749.00"|"64437"|16|4|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"LAMPUNG"|25|"923388.00"|"36936"|51|10|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"NANGGROE ACEH DARUSSALAM (NAD)"|12|"427093.00"|"35591"|24|7|"3.00"|1
"2025-11-01"|"2025-11"|2025|11|"NUSA TENGGARA BARAT (NTB)"|5|"550594.00"|"110119"|9|4|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"RIAU"|21|"881176.00"|"41961"|56|9|"1.00"|1
"2025-11-01"|"2025-11"|2025|11|"SULAWESI SELATAN"|5|"316617.00"|"63323"|31|4|"1.00"|1
"2025-11-01"|"2025-11"|2025|11|"SULAWESI TENGAH"|2|"288556.00"|"144278"|2|1|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"SULAWESI TENGGARA"|1|"88897.00"|"88897"|3|1|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"SULAWESI UTARA"|1|"49290.00"|"49290"|4|1|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"SUMATERA BARAT"|17|"719352.00"|"42315"|40|9|"0.00"|0
"2025-11-01"|"2025-11"|2025|11|"SUMATERA SELATAN"|35|"2220223.00"|"63435"|193|13|"139150.00"|1
"2025-11-01"|"2025-11"|2025|11|"SUMATERA UTARA"|16|"824878.00"|"51555"|26|10|"5.00"|1
